x,y,LOCAL_DAY,VISIBILITY,WINDCHILL_FLAG,HUMIDEX,ID,PROVINCE_CODE,STATION_NAME,HUMIDEX_FLAG,TEMP_FLAG,PRECIP_AMOUNT_FLAG,VISIBILITY_FLAG,STATION_PRESSURE_FLAG,RELATIVE_HUMIDITY,WINDCHILL,DEW_POINT_TEMP_FLAG,LOCAL_YEAR,WEATHER_FRE_DESC,WEATHER_ENG_DESC,LOCAL_HOUR,STATION_PRESSURE,PRECIP_AMOUNT,UTC_YEAR,TEMP,RELATIVE_HUMIDITY_FLAG,LOCAL_DATE,LOCAL_MONTH,UTC_DAY,WIND_DIRECTION_FLAG,CLIMATE_IDENTIFIER,WIND_SPEED,WIND_DIRECTION,UTC_MONTH,DEW_POINT_TEMP,WIND_SPEED_FLAG,UTC_DATE
-76.59944444444444,44.223333333333336,22,,,,6104142.2020.1.22.17,ON,KINGSTON CLIMATE,,,,,,,-6,M,2020,ND,NA,17,101.53,0,2020,-0.7,M,2020-01-22 17:00:00,1,22,,6104142,19,20,1,,,2020-01-22T22:00:00
-76.59944444444444,44.223333333333336,22,,,,6104142.2020.1.22.18,ON,KINGSTON CLIMATE,,,,,,,-6,M,2020,ND,NA,18,101.52,0,2020,-0.4,M,2020-01-22 18:00:00,1,22,,6104142,20,21,1,,,2020-01-22T23:00:00
-76.59944444444444,44.223333333333336,22,,,,6104142.2020.1.22.19,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,19,101.48,0,2020,0.2,M,2020-01-22 19:00:00,1,23,,6104142,19,20,1,,,2020-01-23T00:00:00
-76.59944444444444,44.223333333333336,22,,,,6104142.2020.1.22.20,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,20,101.5,0,2020,0.7,M,2020-01-22 20:00:00,1,23,,6104142,20,20,1,,,2020-01-23T01:00:00
-76.59944444444444,44.223333333333336,22,,,,6104142.2020.1.22.21,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,21,101.48,0,2020,0.5,M,2020-01-22 21:00:00,1,23,,6104142,19,21,1,,,2020-01-23T02:00:00
-76.59944444444444,44.223333333333336,22,,,,6104142.2020.1.22.22,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,22,101.44,0,2020,0.6,M,2020-01-22 22:00:00,1,23,,6104142,18,21,1,,,2020-01-23T03:00:00
-76.59944444444444,44.223333333333336,22,,,,6104142.2020.1.22.23,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,23,101.45,0,2020,0.6,M,2020-01-22 23:00:00,1,23,,6104142,17,21,1,,,2020-01-23T04:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.0,ON,KINGSTON CLIMATE,,,,,,,-5,M,2020,ND,NA,0,101.44,0,2020,-0.1,M,2020-01-23 00:00:00,1,23,,6104142,15,23,1,,,2020-01-23T05:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.1,ON,KINGSTON CLIMATE,,,,,,,-5,M,2020,ND,NA,1,101.43,0,2020,-0.1,M,2020-01-23 01:00:00,1,23,,6104142,17,21,1,,,2020-01-23T06:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.2,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,2,101.46,0,2020,0.1,M,2020-01-23 02:00:00,1,23,,6104142,17,23,1,,,2020-01-23T07:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.3,ON,KINGSTON CLIMATE,,,,,,,-5,M,2020,ND,NA,3,101.48,0,2020,-0.3,M,2020-01-23 03:00:00,1,23,,6104142,17,21,1,,,2020-01-23T08:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.4,ON,KINGSTON CLIMATE,,,,,,,-6,M,2020,ND,NA,4,101.47,0,2020,-0.6,M,2020-01-23 04:00:00,1,23,,6104142,17,21,1,,,2020-01-23T09:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.5,ON,KINGSTON CLIMATE,,,,,,,-5,M,2020,ND,NA,5,101.46,0,2020,-0.7,M,2020-01-23 05:00:00,1,23,,6104142,14,21,1,,,2020-01-23T10:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.6,ON,KINGSTON CLIMATE,,,,,,,-5,M,2020,ND,NA,6,101.47,0,2020,-1.0,M,2020-01-23 06:00:00,1,23,,6104142,12,21,1,,,2020-01-23T11:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.7,ON,KINGSTON CLIMATE,,,,,,,-4,M,2020,ND,NA,7,101.49,0,2020,-0.6,M,2020-01-23 07:00:00,1,23,,6104142,9,23,1,,,2020-01-23T12:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.8,ON,KINGSTON CLIMATE,,,,,,,-3,M,2020,ND,NA,8,101.48,0,2020,-0.9,M,2020-01-23 08:00:00,1,23,,6104142,7,22,1,,,2020-01-23T13:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.9,ON,KINGSTON CLIMATE,,,,,,,-4,M,2020,ND,NA,9,101.5,0,2020,-0.4,M,2020-01-23 09:00:00,1,23,,6104142,9,18,1,,,2020-01-23T14:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.10,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,10,101.54,0,2020,0.5,M,2020-01-23 10:00:00,1,23,,6104142,18,19,1,,,2020-01-23T15:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.11,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,11,101.58,0,2020,0.8,M,2020-01-23 11:00:00,1,23,,6104142,18,20,1,,,2020-01-23T16:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.12,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,12,101.56,0,2020,1.0,M,2020-01-23 12:00:00,1,23,,6104142,16,20,1,,,2020-01-23T17:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.13,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,13,101.49,0,2020,0.7,M,2020-01-23 13:00:00,1,23,,6104142,12,19,1,,,2020-01-23T18:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.14,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,14,101.43,0,2020,0.9,M,2020-01-23 14:00:00,1,23,,6104142,12,17,1,,,2020-01-23T19:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.15,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,15,101.46,0,2020,1.0,M,2020-01-23 15:00:00,1,23,,6104142,4,20,1,,,2020-01-23T20:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.16,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,16,101.44,0,2020,0.7,M,2020-01-23 16:00:00,1,23,,6104142,3,14,1,,,2020-01-23T21:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.17,ON,KINGSTON CLIMATE,,,,,,,-2,M,2020,ND,NA,17,101.45,0,2020,0.0,M,2020-01-23 17:00:00,1,23,,6104142,5,12,1,,,2020-01-23T22:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.18,ON,KINGSTON CLIMATE,,,,,,,-3,M,2020,ND,NA,18,101.51,0,2020,-0.9,M,2020-01-23 18:00:00,1,23,,6104142,5,35,1,,,2020-01-23T23:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.19,ON,KINGSTON CLIMATE,,,,,,,-3,M,2020,ND,NA,19,101.57,0,2020,-1.0,M,2020-01-23 19:00:00,1,24,,6104142,6,34,1,,,2020-01-24T00:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.20,ON,KINGSTON CLIMATE,,,,,,,-4,M,2020,ND,NA,20,101.55,0,2020,-1.7,M,2020-01-23 20:00:00,1,24,,6104142,6,4,1,,,2020-01-24T01:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.21,ON,KINGSTON CLIMATE,,,,,,,-5,M,2020,ND,NA,21,101.53,0,2020,-2.0,M,2020-01-23 21:00:00,1,24,,6104142,7,6,1,,,2020-01-24T02:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.22,ON,KINGSTON CLIMATE,,,,,,,-6,M,2020,ND,NA,22,101.52,0,2020,-2.7,M,2020-01-23 22:00:00,1,24,,6104142,8,1,1,,,2020-01-24T03:00:00
-76.59944444444444,44.223333333333336,23,,,,6104142.2020.1.23.23,ON,KINGSTON CLIMATE,,,,,,,-5,M,2020,ND,NA,23,101.52,0,2020,-1.4,M,2020-01-23 23:00:00,1,24,,6104142,11,4,1,,,2020-01-24T04:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.0,ON,KINGSTON CLIMATE,,,,,,,-4,M,2020,ND,NA,0,101.54,0,2020,-1.0,M,2020-01-24 00:00:00,1,24,,6104142,7,3,1,,,2020-01-24T05:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.1,ON,KINGSTON CLIMATE,,,,,,,-4,M,2020,ND,NA,1,101.49,0,2020,-0.5,M,2020-01-24 01:00:00,1,24,,6104142,9,3,1,,,2020-01-24T06:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.2,ON,KINGSTON CLIMATE,,,,,,,-4,M,2020,ND,NA,2,101.48,0,2020,-0.5,M,2020-01-24 02:00:00,1,24,,6104142,10,2,1,,,2020-01-24T07:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.3,ON,KINGSTON CLIMATE,,,,,,,-6,M,2020,ND,NA,3,101.45,0,2020,-0.4,M,2020-01-24 03:00:00,1,24,,6104142,22,5,1,,,2020-01-24T08:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.4,ON,KINGSTON CLIMATE,,,,,,,-4,M,2020,ND,NA,4,101.5,0,2020,-0.6,M,2020-01-24 04:00:00,1,24,,6104142,10,3,1,,,2020-01-24T09:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.5,ON,KINGSTON CLIMATE,,,,,,,-4,M,2020,ND,NA,5,101.48,0,2020,-0.8,M,2020-01-24 05:00:00,1,24,,6104142,9,2,1,,,2020-01-24T10:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.6,ON,KINGSTON CLIMATE,,,,,,,-5,M,2020,ND,NA,6,101.5,0,2020,-0.9,M,2020-01-24 06:00:00,1,24,,6104142,11,2,1,,,2020-01-24T11:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.7,ON,KINGSTON CLIMATE,,,,,,,-5,M,2020,ND,NA,7,101.5,0,2020,-1.0,M,2020-01-24 07:00:00,1,24,,6104142,11,3,1,,,2020-01-24T12:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.8,ON,KINGSTON CLIMATE,,,,,,,-6,M,2020,ND,NA,8,101.54,0,2020,-1.3,M,2020-01-24 08:00:00,1,24,,6104142,16,5,1,,,2020-01-24T13:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.9,ON,KINGSTON CLIMATE,,,,,,,-7,M,2020,ND,NA,9,101.53,0,2020,-1.4,M,2020-01-24 09:00:00,1,24,,6104142,17,5,1,,,2020-01-24T14:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.10,ON,KINGSTON CLIMATE,,,,,,,-6,M,2020,ND,NA,10,101.53,0,2020,-0.6,M,2020-01-24 10:00:00,1,24,,6104142,20,5,1,,,2020-01-24T15:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.11,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,11,101.56,0,2020,0.7,M,2020-01-24 11:00:00,1,24,,6104142,15,5,1,,,2020-01-24T16:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.12,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,12,101.43,0,2020,2.2,M,2020-01-24 12:00:00,1,24,,6104142,16,5,1,,,2020-01-24T17:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.13,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,13,101.3,0,2020,3.1,M,2020-01-24 13:00:00,1,24,,6104142,15,6,1,,,2020-01-24T18:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.14,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,14,101.21,0,2020,3.9,M,2020-01-24 14:00:00,1,24,,6104142,19,6,1,,,2020-01-24T19:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.15,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,15,101.2,0,2020,4.0,M,2020-01-24 15:00:00,1,24,,6104142,15,6,1,,,2020-01-24T20:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.16,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,16,101.19,0,2020,3.8,M,2020-01-24 16:00:00,1,24,,6104142,17,5,1,,,2020-01-24T21:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.17,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,17,101.18,0,2020,3.1,M,2020-01-24 17:00:00,1,24,,6104142,19,4,1,,,2020-01-24T22:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.18,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,18,101.2,0,2020,2.0,M,2020-01-24 18:00:00,1,24,,6104142,16,5,1,,,2020-01-24T23:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.19,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,19,101.16,0,2020,1.4,M,2020-01-24 19:00:00,1,25,,6104142,24,5,1,,,2020-01-25T00:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.20,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,20,101.13,0,2020,0.8,M,2020-01-24 20:00:00,1,25,,6104142,19,4,1,,,2020-01-25T01:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.21,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,21,101.07,0,2020,0.1,M,2020-01-24 21:00:00,1,25,,6104142,23,4,1,,,2020-01-25T02:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.22,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,22,101.02,0,2020,0.1,M,2020-01-24 22:00:00,1,25,,6104142,15,4,1,,,2020-01-25T03:00:00
-76.59944444444444,44.223333333333336,24,,,,6104142.2020.1.24.23,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,23,100.98,0,2020,0.3,M,2020-01-24 23:00:00,1,25,,6104142,16,4,1,,,2020-01-25T04:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.0,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,0,100.92,0,2020,0.5,M,2020-01-25 00:00:00,1,25,,6104142,17,5,1,,,2020-01-25T05:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.1,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,1,100.85,0,2020,0.7,M,2020-01-25 01:00:00,1,25,,6104142,12,4,1,,,2020-01-25T06:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.2,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,2,100.83,0,2020,1.1,M,2020-01-25 02:00:00,1,25,,6104142,16,5,1,,,2020-01-25T07:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.3,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,3,100.86,0,2020,1.4,M,2020-01-25 03:00:00,1,25,,6104142,7,3,1,,,2020-01-25T08:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.4,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,4,100.81,0,2020,1.5,M,2020-01-25 04:00:00,1,25,,6104142,9,4,1,,,2020-01-25T09:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.5,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,5,100.75,0.7,2020,0.9,M,2020-01-25 05:00:00,1,25,,6104142,10,2,1,,,2020-01-25T10:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.6,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,6,100.69,0.1,2020,1.0,M,2020-01-25 06:00:00,1,25,,6104142,11,4,1,,,2020-01-25T11:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.7,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,7,100.54,0,2020,0.8,M,2020-01-25 07:00:00,1,25,,6104142,16,4,1,,,2020-01-25T12:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.8,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,8,100.62,0,2020,1.0,M,2020-01-25 08:00:00,1,25,,6104142,3,24,1,,,2020-01-25T13:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.9,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,9,100.64,0.5,2020,0.5,M,2020-01-25 09:00:00,1,25,,6104142,5,11,1,,,2020-01-25T14:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.10,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,10,100.51,2.2,2020,0.7,M,2020-01-25 10:00:00,1,25,,6104142,15,9,1,,,2020-01-25T15:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.11,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,11,100.42,3.3,2020,0.8,M,2020-01-25 11:00:00,1,25,,6104142,12,5,1,,,2020-01-25T16:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.12,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,12,100.29,2.8,2020,0.7,M,2020-01-25 12:00:00,1,25,,6104142,13,1,1,,,2020-01-25T17:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.13,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,13,100.19,4.4,2020,0.2,M,2020-01-25 13:00:00,1,25,,6104142,8,3,1,,,2020-01-25T18:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.14,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,14,100.09,2.4,2020,0.3,M,2020-01-25 14:00:00,1,25,,6104142,8,3,1,,,2020-01-25T19:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.15,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,15,100.02,4.1,2020,0.2,M,2020-01-25 15:00:00,1,25,,6104142,9,6,1,,,2020-01-25T20:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.16,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,16,99.94,0.7,2020,0.3,M,2020-01-25 16:00:00,1,25,,6104142,16,6,1,,,2020-01-25T21:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.17,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,17,99.91,1.5,2020,0.6,M,2020-01-25 17:00:00,1,25,,6104142,17,7,1,,,2020-01-25T22:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.18,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,18,99.89,0.5,2020,0.5,M,2020-01-25 18:00:00,1,25,,6104142,12,7,1,,,2020-01-25T23:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.19,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,19,99.83,0.5,2020,0.6,M,2020-01-25 19:00:00,1,26,,6104142,7,8,1,,,2020-01-26T00:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.20,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,20,99.78,0.2,2020,0.4,M,2020-01-25 20:00:00,1,26,,6104142,3,9,1,,,2020-01-26T01:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.21,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,21,99.71,0,2020,0.3,M,2020-01-25 21:00:00,1,26,,6104142,3,8,1,,,2020-01-26T02:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.22,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,22,99.63,0,2020,0.5,M,2020-01-25 22:00:00,1,26,,6104142,0,0,1,,,2020-01-26T03:00:00
-76.59944444444444,44.223333333333336,25,,,,6104142.2020.1.25.23,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,23,99.58,0.1,2020,0.7,M,2020-01-25 23:00:00,1,26,,6104142,7,15,1,,,2020-01-26T04:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.0,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,0,99.54,0.2,2020,1.2,M,2020-01-26 00:00:00,1,26,,6104142,15,23,1,,,2020-01-26T05:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.1,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,1,99.52,0.2,2020,1.0,M,2020-01-26 01:00:00,1,26,,6104142,17,24,1,,,2020-01-26T06:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.2,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,2,99.53,0.3,2020,0.9,M,2020-01-26 02:00:00,1,26,,6104142,12,23,1,,,2020-01-26T07:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.3,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,3,99.5,0.1,2020,1.4,M,2020-01-26 03:00:00,1,26,,6104142,16,23,1,,,2020-01-26T08:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.4,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,4,99.48,0,2020,1.4,M,2020-01-26 04:00:00,1,26,,6104142,18,23,1,,,2020-01-26T09:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.5,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,5,99.46,0,2020,1.1,M,2020-01-26 05:00:00,1,26,,6104142,14,24,1,,,2020-01-26T10:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.6,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,6,99.44,0.4,2020,1.2,M,2020-01-26 06:00:00,1,26,,6104142,21,23,1,,,2020-01-26T11:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.7,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,7,99.44,0,2020,1.1,M,2020-01-26 07:00:00,1,26,,6104142,18,24,1,,,2020-01-26T12:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.8,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,8,99.44,0,2020,1.0,M,2020-01-26 08:00:00,1,26,,6104142,15,23,1,,,2020-01-26T13:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.9,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,9,99.42,0,2020,1.1,M,2020-01-26 09:00:00,1,26,,6104142,13,24,1,,,2020-01-26T14:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.10,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,10,99.41,0,2020,1.3,M,2020-01-26 10:00:00,1,26,,6104142,14,23,1,,,2020-01-26T15:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.11,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,11,99.38,0,2020,1.7,M,2020-01-26 11:00:00,1,26,,6104142,17,23,1,,,2020-01-26T16:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.12,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,12,99.33,0.3,2020,1.3,M,2020-01-26 12:00:00,1,26,,6104142,20,23,1,,,2020-01-26T17:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.13,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,13,99.25,0.5,2020,1.3,M,2020-01-26 13:00:00,1,26,,6104142,23,23,1,,,2020-01-26T18:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.14,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,14,99.19,0.4,2020,1.3,M,2020-01-26 14:00:00,1,26,,6104142,18,23,1,,,2020-01-26T19:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.15,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,15,99.16,0,2020,2.0,M,2020-01-26 15:00:00,1,26,,6104142,27,24,1,,,2020-01-26T20:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.16,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,16,99.19,0,2020,2.1,M,2020-01-26 16:00:00,1,26,,6104142,25,25,1,,,2020-01-26T21:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.17,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,17,99.23,0,2020,1.9,M,2020-01-26 17:00:00,1,26,,6104142,23,24,1,,,2020-01-26T22:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.18,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,18,99.27,0,2020,1.9,M,2020-01-26 18:00:00,1,26,,6104142,18,24,1,,,2020-01-26T23:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.19,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,19,99.28,0,2020,1.7,M,2020-01-26 19:00:00,1,27,,6104142,23,24,1,,,2020-01-27T00:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.20,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,20,99.28,0.1,2020,1.3,M,2020-01-26 20:00:00,1,27,,6104142,20,23,1,,,2020-01-27T01:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.21,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,21,99.25,0.3,2020,1.3,M,2020-01-26 21:00:00,1,27,,6104142,22,23,1,,,2020-01-27T02:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.22,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,22,99.21,0.2,2020,0.9,M,2020-01-26 22:00:00,1,27,,6104142,19,24,1,,,2020-01-27T03:00:00
-76.59944444444444,44.223333333333336,26,,,,6104142.2020.1.26.23,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,23,99.15,0,2020,1.1,M,2020-01-26 23:00:00,1,27,,6104142,20,23,1,,,2020-01-27T04:00:00
-76.59944444444444,44.223333333333336,27,,,,6104142.2020.1.27.0,ON,KINGSTON CLIMATE,,,,,,,,M,2020,ND,NA,0,99.13,0,2020,1.1,M,2020-01-27 00:00:00,1,27,,6104142,15,24,1,,,2020-01-27T05:00:00
