x,y,WINDCHILL,TEMP,WIND_DIRECTION_FLAG,HUMIDEX_FLAG,RELATIVE_HUMIDITY_FLAG,UTC_YEAR,LOCAL_MONTH,LOCAL_HOUR,WIND_SPEED_FLAG,HUMIDEX,DEW_POINT_TEMP,WIND_SPEED,STATION_PRESSURE,PROVINCE_CODE,PRECIP_AMOUNT_FLAG,WIND_DIRECTION,WINDCHILL_FLAG,LOCAL_YEAR,PRECIP_AMOUNT,TEMP_FLAG,VISIBILITY,UTC_MONTH,WEATHER_ENG_DESC,ID,UTC_DAY,CLIMATE_IDENTIFIER,LOCAL_DAY,DEW_POINT_TEMP_FLAG,STATION_PRESSURE_FLAG,LOCAL_DATE,STATION_NAME,UTC_DATE,VISIBILITY_FLAG,WEATHER_FRE_DESC,RELATIVE_HUMIDITY
-76.59944444444444,44.223333333333336,,23.1,,,,2023,6,13,,30,19.2,12,99.17,ON,,16,,2023,0,,,6,NA,6104142.2023.6.27.13,27,6104142,27,,,2023-06-27 13:00:00,KINGSTON CLIMATE,2023-06-27T18:00:00,,ND,79
-76.59944444444444,44.223333333333336,,23.5,,,,2023,6,14,,31,19.7,11,99.16,ON,,17,,2023,0,,,6,NA,6104142.2023.6.27.14,27,6104142,27,,,2023-06-27 14:00:00,KINGSTON CLIMATE,2023-06-27T19:00:00,,ND,79
-76.59944444444444,44.223333333333336,,23.5,,,,2023,6,15,,30,18.4,11,99.13,ON,,18,,2023,0,,,6,NA,6104142.2023.6.27.15,27,6104142,27,,,2023-06-27 15:00:00,KINGSTON CLIMATE,2023-06-27T20:00:00,,ND,73
-76.59944444444444,44.223333333333336,,24.4,,,,2023,6,16,,31,18.7,8,99.12,ON,,17,,2023,0,,,6,NA,6104142.2023.6.27.16,27,6104142,27,,,2023-06-27 16:00:00,KINGSTON CLIMATE,2023-06-27T21:00:00,,ND,71
-76.59944444444444,44.223333333333336,,24.0,,,,2023,6,17,,30,17.4,8,99.14,ON,,19,,2023,0,,,6,NA,6104142.2023.6.27.17,27,6104142,27,,,2023-06-27 17:00:00,KINGSTON CLIMATE,2023-06-27T22:00:00,,ND,67
-76.59944444444444,44.223333333333336,,23.2,,,,2023,6,18,,30,18.5,15,99.15,ON,,20,,2023,0,,,6,NA,6104142.2023.6.27.18,27,6104142,27,,,2023-06-27 18:00:00,KINGSTON CLIMATE,2023-06-27T23:00:00,,ND,75
-76.59944444444444,44.223333333333336,,22.8,,,,2023,6,19,,29,18.5,13,99.2,ON,,22,,2023,0,,,6,NA,6104142.2023.6.27.19,28,6104142,27,,,2023-06-27 19:00:00,KINGSTON CLIMATE,2023-06-28T00:00:00,,ND,77
-76.59944444444444,44.223333333333336,,21.3,,,,2023,6,20,,27,18.0,14,99.23,ON,,22,,2023,0,,,6,NA,6104142.2023.6.27.20,28,6104142,27,,,2023-06-27 20:00:00,KINGSTON CLIMATE,2023-06-28T01:00:00,,ND,82
-76.59944444444444,44.223333333333336,,20.1,,,,2023,6,21,,26,17.9,10,99.29,ON,,21,,2023,0,,,6,NA,6104142.2023.6.27.21,28,6104142,27,,,2023-06-27 21:00:00,KINGSTON CLIMATE,2023-06-28T02:00:00,,ND,87
-76.59944444444444,44.223333333333336,,20.0,,,,2023,6,22,,26,18.6,18,99.31,ON,,19,,2023,0,,,6,NA,6104142.2023.6.27.22,28,6104142,27,,,2023-06-27 22:00:00,KINGSTON CLIMATE,2023-06-28T03:00:00,,ND,91
-76.59944444444444,44.223333333333336,,19.8,,,,2023,6,23,,,18.7,12,99.32,ON,,20,,2023,0,,,6,NA,6104142.2023.6.27.23,28,6104142,27,,,2023-06-27 23:00:00,KINGSTON CLIMATE,2023-06-28T04:00:00,,ND,94
-76.59944444444444,44.223333333333336,,20.1,,,,2023,6,0,,27,19.0,16,99.33,ON,,20,,2023,0,,,6,NA,6104142.2023.6.28.0,28,6104142,28,,,2023-06-28 00:00:00,KINGSTON CLIMATE,2023-06-28T05:00:00,,ND,93
-76.59944444444444,44.223333333333336,,20.2,,,,2023,6,1,,27,19.0,14,99.31,ON,,25,,2023,0,,,6,NA,6104142.2023.6.28.1,28,6104142,28,,,2023-06-28 01:00:00,KINGSTON CLIMATE,2023-06-28T06:00:00,,ND,93
-76.59944444444444,44.223333333333336,,19.8,,,,2023,6,2,,,18.4,14,99.38,ON,,27,,2023,0,,,6,NA,6104142.2023.6.28.2,28,6104142,28,,,2023-06-28 02:00:00,KINGSTON CLIMATE,2023-06-28T07:00:00,,ND,92
-76.59944444444444,44.223333333333336,,17.9,,,,2023,6,3,,,16.8,20,99.45,ON,,34,,2023,0,,,6,NA,6104142.2023.6.28.3,28,6104142,28,,,2023-06-28 03:00:00,KINGSTON CLIMATE,2023-06-28T08:00:00,,ND,93
-76.59944444444444,44.223333333333336,,17.0,,,,2023,6,4,,,15.9,16,99.53,ON,,32,,2023,1.2,,,6,NA,6104142.2023.6.28.4,28,6104142,28,,,2023-06-28 04:00:00,KINGSTON CLIMATE,2023-06-28T09:00:00,,ND,94
-76.59944444444444,44.223333333333336,,15.9,,,,2023,6,5,,,14.5,17,99.61,ON,,33,,2023,0.1,,,6,NA,6104142.2023.6.28.5,28,6104142,28,,,2023-06-28 05:00:00,KINGSTON CLIMATE,2023-06-28T10:00:00,,ND,91
-76.59944444444444,44.223333333333336,,15.8,,,,2023,6,6,,,14.0,11,99.71,ON,,32,,2023,0,,,6,NA,6104142.2023.6.28.6,28,6104142,28,,,2023-06-28 06:00:00,KINGSTON CLIMATE,2023-06-28T11:00:00,,ND,89
-76.59944444444444,44.223333333333336,,15.8,,,,2023,6,7,,,14.0,13,99.79,ON,,29,,2023,0,,,6,NA,6104142.2023.6.28.7,28,6104142,28,,,2023-06-28 07:00:00,KINGSTON CLIMATE,2023-06-28T12:00:00,,ND,89
-76.59944444444444,44.223333333333336,,17.6,,,,2023,6,14,,,14.1,8,100.03,ON,,28,,2023,0,,,6,NA,6104142.2023.6.28.14,28,6104142,28,,,2023-06-28 14:00:00,KINGSTON CLIMATE,2023-06-28T19:00:00,,ND,80
-76.59944444444444,44.223333333333336,,18.0,,,,2023,6,15,,,14.6,9,100.07,ON,,26,,2023,0,,,6,NA,6104142.2023.6.28.15,28,6104142,28,,,2023-06-28 15:00:00,KINGSTON CLIMATE,2023-06-28T20:00:00,,ND,81
-76.59944444444444,44.223333333333336,,18.8,,,,2023,6,16,,,14.3,3,100.07,ON,,32,,2023,0,,,6,NA,6104142.2023.6.28.16,28,6104142,28,,,2023-06-28 16:00:00,KINGSTON CLIMATE,2023-06-28T21:00:00,,ND,75
-76.59944444444444,44.223333333333336,,19.6,,,,2023,6,17,,,15.0,5,100.06,ON,,34,,2023,0,,,6,NA,6104142.2023.6.28.17,28,6104142,28,,,2023-06-28 17:00:00,KINGSTON CLIMATE,2023-06-28T22:00:00,,ND,75
-76.59944444444444,44.223333333333336,,19.5,,,,2023,6,18,,,15.0,9,100.1,ON,,12,,2023,0,,,6,NA,6104142.2023.6.28.18,28,6104142,28,,,2023-06-28 18:00:00,KINGSTON CLIMATE,2023-06-28T23:00:00,,ND,75
-76.59944444444444,44.223333333333336,,18.6,,,,2023,6,19,,,15.1,8,100.15,ON,,17,,2023,0,,,6,NA,6104142.2023.6.28.19,29,6104142,28,,,2023-06-28 19:00:00,KINGSTON CLIMATE,2023-06-29T00:00:00,,ND,80
-76.59944444444444,44.223333333333336,,18.3,,,,2023,6,20,,,15.3,10,100.2,ON,,20,,2023,0,,,6,NA,6104142.2023.6.28.20,29,6104142,28,,,2023-06-28 20:00:00,KINGSTON CLIMATE,2023-06-29T01:00:00,,ND,83
-76.59944444444444,44.223333333333336,,18.2,,,,2023,6,21,,,15.6,7,100.3,ON,,22,,2023,0,,,6,NA,6104142.2023.6.28.21,29,6104142,28,,,2023-06-28 21:00:00,KINGSTON CLIMATE,2023-06-29T02:00:00,,ND,85
-76.59944444444444,44.223333333333336,,18.3,,,,2023,6,22,,,15.7,9,100.31,ON,,24,,2023,0,,,6,NA,6104142.2023.6.28.22,29,6104142,28,,,2023-06-28 22:00:00,KINGSTON CLIMATE,2023-06-29T03:00:00,,ND,85
-76.59944444444444,44.223333333333336,,18.0,,,,2023,6,23,,,15.7,3,100.32,ON,,27,,2023,0,,,6,NA,6104142.2023.6.28.23,29,6104142,28,,,2023-06-28 23:00:00,KINGSTON CLIMATE,2023-06-29T04:00:00,,ND,86
-76.59944444444444,44.223333333333336,,16.6,,,,2023,6,0,,,15.4,7,100.32,ON,,27,,2023,0,,,6,NA,6104142.2023.6.29.0,29,6104142,29,,,2023-06-29 00:00:00,KINGSTON CLIMATE,2023-06-29T05:00:00,,ND,92
-76.59944444444444,44.223333333333336,,17.1,,,,2023,6,1,,,15.9,10,100.31,ON,,26,,2023,0,,,6,NA,6104142.2023.6.29.1,29,6104142,29,,,2023-06-29 01:00:00,KINGSTON CLIMATE,2023-06-29T06:00:00,,ND,92
-76.59944444444444,44.223333333333336,,15.9,,,,2023,6,2,,,14.6,8,100.33,ON,,29,,2023,0,,,6,NA,6104142.2023.6.29.2,29,6104142,29,,,2023-06-29 02:00:00,KINGSTON CLIMATE,2023-06-29T07:00:00,,ND,92
-76.59944444444444,44.223333333333336,,14.9,,,,2023,6,3,,,13.8,6,100.35,ON,,32,,2023,0,,,6,NA,6104142.2023.6.29.3,29,6104142,29,,,2023-06-29 03:00:00,KINGSTON CLIMATE,2023-06-29T08:00:00,,ND,93
-76.59944444444444,44.223333333333336,,13.9,,,,2023,6,4,,,12.7,9,100.37,ON,,32,,2023,0,,,6,NA,6104142.2023.6.29.4,29,6104142,29,,,2023-06-29 04:00:00,KINGSTON CLIMATE,2023-06-29T09:00:00,,ND,93
-76.59944444444444,44.223333333333336,,14.4,,,,2023,6,5,,,13.6,11,100.46,ON,,32,,2023,0,,,6,NA,6104142.2023.6.29.5,29,6104142,29,,,2023-06-29 05:00:00,KINGSTON CLIMATE,2023-06-29T10:00:00,,ND,95
-76.59944444444444,44.223333333333336,,15.7,,,,2023,6,6,,,14.0,8,100.53,ON,,31,,2023,0,,,6,NA,6104142.2023.6.29.6,29,6104142,29,,,2023-06-29 06:00:00,KINGSTON CLIMATE,2023-06-29T11:00:00,,ND,89
-76.59944444444444,44.223333333333336,,17.0,,,,2023,6,7,,,14.5,6,100.55,ON,,30,,2023,0,,,6,NA,6104142.2023.6.29.7,29,6104142,29,,,2023-06-29 07:00:00,KINGSTON CLIMATE,2023-06-29T12:00:00,,ND,85
-76.59944444444444,44.223333333333336,,19.7,,,,2023,6,8,,,15.9,5,100.59,ON,,27,,2023,0,,,6,NA,6104142.2023.6.29.8,29,6104142,29,,,2023-06-29 08:00:00,KINGSTON CLIMATE,2023-06-29T13:00:00,,ND,79
-76.59944444444444,44.223333333333336,,20.8,,,,2023,6,9,,26,16.3,12,100.61,ON,,23,,2023,0,,,6,NA,6104142.2023.6.29.9,29,6104142,29,,,2023-06-29 09:00:00,KINGSTON CLIMATE,2023-06-29T14:00:00,,ND,76
-76.59944444444444,44.223333333333336,,22.1,,,,2023,6,10,,27,16.2,10,100.6,ON,,21,,2023,0,,,6,NA,6104142.2023.6.29.10,29,6104142,29,,,2023-06-29 10:00:00,KINGSTON CLIMATE,2023-06-29T15:00:00,,ND,69
-76.59944444444444,44.223333333333336,,24.0,,,,2023,6,11,,27,14.1,9,100.6,ON,,28,,2023,0,,,6,NA,6104142.2023.6.29.11,29,6104142,29,,,2023-06-29 11:00:00,KINGSTON CLIMATE,2023-06-29T16:00:00,,ND,54
-76.59944444444444,44.223333333333336,,24.3,,,,2023,6,12,,29,15.4,9,100.57,ON,,26,,2023,0,,,6,NA,6104142.2023.6.29.12,29,6104142,29,,,2023-06-29 12:00:00,KINGSTON CLIMATE,2023-06-29T17:00:00,,ND,58
-76.59944444444444,44.223333333333336,,24.6,,,,2023,6,13,,28,13.9,8,100.56,ON,,31,,2023,0,,,6,NA,6104142.2023.6.29.13,29,6104142,29,,,2023-06-29 13:00:00,KINGSTON CLIMATE,2023-06-29T18:00:00,,ND,51
-76.59944444444444,44.223333333333336,,22.4,,,,2023,6,14,,27,16.7,20,100.49,ON,,19,,2023,0,,,6,NA,6104142.2023.6.29.14,29,6104142,29,,,2023-06-29 14:00:00,KINGSTON CLIMATE,2023-06-29T19:00:00,,ND,70
-76.59944444444444,44.223333333333336,,22.5,,,,2023,6,15,,27,16.5,19,100.46,ON,,20,,2023,0,,,6,NA,6104142.2023.6.29.15,29,6104142,29,,,2023-06-29 15:00:00,KINGSTON CLIMATE,2023-06-29T20:00:00,,ND,69
-76.59944444444444,44.223333333333336,,22.9,,,,2023,6,16,,27,15.2,18,100.49,ON,,21,,2023,0,,,6,NA,6104142.2023.6.29.16,29,6104142,29,,,2023-06-29 16:00:00,KINGSTON CLIMATE,2023-06-29T21:00:00,,ND,62
-76.59944444444444,44.223333333333336,,22.6,,,,2023,6,17,,27,15.1,15,100.51,ON,,21,,2023,0,,,6,NA,6104142.2023.6.29.17,29,6104142,29,,,2023-06-29 17:00:00,KINGSTON CLIMATE,2023-06-29T22:00:00,,ND,62
-76.59944444444444,44.223333333333336,,22.1,,,,2023,6,18,,26,14.7,16,100.52,ON,,22,,2023,0,,,6,NA,6104142.2023.6.29.18,29,6104142,29,,,2023-06-29 18:00:00,KINGSTON CLIMATE,2023-06-29T23:00:00,,ND,63
-76.59944444444444,44.223333333333336,,21.5,,,,2023,6,19,,25,14.7,15,100.55,ON,,24,,2023,0,,,6,NA,6104142.2023.6.29.19,30,6104142,29,,,2023-06-29 19:00:00,KINGSTON CLIMATE,2023-06-30T00:00:00,,ND,65
-76.59944444444444,44.223333333333336,,20.2,,,,2023,6,20,,,13.8,10,100.6,ON,,27,,2023,0,,,6,NA,6104142.2023.6.29.20,30,6104142,29,,,2023-06-29 20:00:00,KINGSTON CLIMATE,2023-06-30T01:00:00,,ND,67
-76.59944444444444,44.223333333333336,,18.0,,,,2023,6,21,,,12.9,1,100.55,ON,,10,,2023,0,,,6,NA,6104142.2023.6.29.21,30,6104142,29,,,2023-06-29 21:00:00,KINGSTON CLIMATE,2023-06-30T02:00:00,,ND,72
-76.59944444444444,44.223333333333336,,16.0,,,,2023,6,22,,,13.0,3,100.56,ON,,7,,2023,0,,,6,NA,6104142.2023.6.29.22,30,6104142,29,,,2023-06-29 22:00:00,KINGSTON CLIMATE,2023-06-30T03:00:00,,ND,83
-76.59944444444444,44.223333333333336,,16.1,,,,2023,6,23,,,13.4,3,100.58,ON,,34,,2023,0,,,6,NA,6104142.2023.6.29.23,30,6104142,29,,,2023-06-29 23:00:00,KINGSTON CLIMATE,2023-06-30T04:00:00,,ND,84
-76.59944444444444,44.223333333333336,,14.9,,,,2023,6,0,,,13.3,3,100.53,ON,,5,,2023,0,,,6,NA,6104142.2023.6.30.0,30,6104142,30,,,2023-06-30 00:00:00,KINGSTON CLIMATE,2023-06-30T05:00:00,,ND,90
-76.59944444444444,44.223333333333336,,14.3,,,,2023,6,1,,,13.6,6,100.49,ON,,6,,2023,0,,,6,NA,6104142.2023.6.30.1,30,6104142,30,,,2023-06-30 01:00:00,KINGSTON CLIMATE,2023-06-30T06:00:00,,ND,95
-76.59944444444444,44.223333333333336,,12.8,,,,2023,6,2,,,12.2,4,100.51,ON,,7,,2023,0,,,6,NA,6104142.2023.6.30.2,30,6104142,30,,,2023-06-30 02:00:00,KINGSTON CLIMATE,2023-06-30T07:00:00,,ND,96
-76.59944444444444,44.223333333333336,,13.7,,,,2023,6,3,,,13.3,8,100.49,ON,,6,,2023,0,,,6,NA,6104142.2023.6.30.3,30,6104142,30,,,2023-06-30 03:00:00,KINGSTON CLIMATE,2023-06-30T08:00:00,,ND,97
-76.59944444444444,44.223333333333336,,13.6,,,,2023,6,4,,,12.9,4,100.5,ON,,2,,2023,0,,,6,NA,6104142.2023.6.30.4,30,6104142,30,,,2023-06-30 04:00:00,KINGSTON CLIMATE,2023-06-30T09:00:00,,ND,96
-76.59944444444444,44.223333333333336,,14.8,,,,2023,6,5,,,14.0,6,100.51,ON,,36,,2023,0,,,6,NA,6104142.2023.6.30.5,30,6104142,30,,,2023-06-30 05:00:00,KINGSTON CLIMATE,2023-06-30T10:00:00,,ND,95
-76.59944444444444,44.223333333333336,,16.9,,,,2023,6,6,,,15.4,6,100.52,ON,,5,,2023,0,,,6,NA,6104142.2023.6.30.6,30,6104142,30,,,2023-06-30 06:00:00,KINGSTON CLIMATE,2023-06-30T11:00:00,,ND,91
-76.59944444444444,44.223333333333336,,17.4,,,,2023,6,7,,,15.5,6,100.54,ON,,1,,2023,0,,,6,NA,6104142.2023.6.30.7,30,6104142,30,,,2023-06-30 07:00:00,KINGSTON CLIMATE,2023-06-30T12:00:00,,ND,89
-76.59944444444444,44.223333333333336,,18.5,,,,2023,6,8,,,16.3,11,100.53,ON,,7,,2023,0,,,6,NA,6104142.2023.6.30.8,30,6104142,30,,,2023-06-30 08:00:00,KINGSTON CLIMATE,2023-06-30T13:00:00,,ND,87
-76.59944444444444,44.223333333333336,,20.4,,,,2023,6,9,,25,16.5,8,100.54,ON,,9,,2023,0,,,6,NA,6104142.2023.6.30.9,30,6104142,30,,,2023-06-30 09:00:00,KINGSTON CLIMATE,2023-06-30T14:00:00,,ND,78
-76.59944444444444,44.223333333333336,,20.6,,,,2023,6,10,,26,16.8,9,100.56,ON,,9,,2023,0,,,6,NA,6104142.2023.6.30.10,30,6104142,30,,,2023-06-30 10:00:00,KINGSTON CLIMATE,2023-06-30T15:00:00,,ND,79
-76.59944444444444,44.223333333333336,,21.4,,,,2023,6,11,,26,16.4,7,100.58,ON,,16,,2023,0,,,6,NA,6104142.2023.6.30.11,30,6104142,30,,,2023-06-30 11:00:00,KINGSTON CLIMATE,2023-06-30T16:00:00,,ND,73
-76.59944444444444,44.223333333333336,,22.3,,,,2023,6,12,,27,15.4,5,100.56,ON,,11,,2023,0,,,6,NA,6104142.2023.6.30.12,30,6104142,30,,,2023-06-30 12:00:00,KINGSTON CLIMATE,2023-06-30T17:00:00,,ND,65
-76.59944444444444,44.223333333333336,,23.6,,,,2023,6,13,,29,17.3,8,100.51,ON,,15,,2023,0,,,6,NA,6104142.2023.6.30.13,30,6104142,30,,,2023-06-30 13:00:00,KINGSTON CLIMATE,2023-06-30T18:00:00,,ND,68
-76.59944444444444,44.223333333333336,,24.3,,,,2023,6,14,,28,15.2,9,100.47,ON,,16,,2023,0,,,6,NA,6104142.2023.6.30.14,30,6104142,30,,,2023-06-30 14:00:00,KINGSTON CLIMATE,2023-06-30T19:00:00,,ND,57
-76.59944444444444,44.223333333333336,,25.1,,,,2023,6,15,,30,16.7,8,100.45,ON,,15,,2023,0,,,6,NA,6104142.2023.6.30.15,30,6104142,30,,,2023-06-30 15:00:00,KINGSTON CLIMATE,2023-06-30T20:00:00,,ND,60
-76.59944444444444,44.223333333333336,,25.2,,,,2023,6,16,,30,16.1,7,100.41,ON,,15,,2023,0,,,6,NA,6104142.2023.6.30.16,30,6104142,30,,,2023-06-30 16:00:00,KINGSTON CLIMATE,2023-06-30T21:00:00,,ND,57
-76.59944444444444,44.223333333333336,,26.3,,,,2023,6,17,,31,16.0,7,100.32,ON,,13,,2023,0,,,6,NA,6104142.2023.6.30.17,30,6104142,30,,,2023-06-30 17:00:00,KINGSTON CLIMATE,2023-06-30T22:00:00,,ND,53
-76.59944444444444,44.223333333333336,,25.3,,,,2023,6,18,,30,16.3,6,100.32,ON,,19,,2023,0,,,6,NA,6104142.2023.6.30.18,30,6104142,30,,,2023-06-30 18:00:00,KINGSTON CLIMATE,2023-06-30T23:00:00,,ND,57
-76.59944444444444,44.223333333333336,,24.2,,,,2023,6,19,,30,17.3,5,100.37,ON,,24,,2023,0,,,7,NA,6104142.2023.6.30.19,1,6104142,30,,,2023-06-30 19:00:00,KINGSTON CLIMATE,2023-07-01T00:00:00,,ND,66
-76.59944444444444,44.223333333333336,,22.5,,,,2023,6,20,,27,16.5,3,100.35,ON,,5,,2023,0,,,7,NA,6104142.2023.6.30.20,1,6104142,30,,,2023-06-30 20:00:00,KINGSTON CLIMATE,2023-07-01T01:00:00,,ND,69
-76.59944444444444,44.223333333333336,,21.4,,,,2023,6,21,,26,16.7,4,100.36,ON,,5,,2023,0,,,7,NA,6104142.2023.6.30.21,1,6104142,30,,,2023-06-30 21:00:00,KINGSTON CLIMATE,2023-07-01T02:00:00,,ND,75
-76.59944444444444,44.223333333333336,,20.4,,,,2023,6,22,,26,16.9,7,100.31,ON,,8,,2023,0,,,7,NA,6104142.2023.6.30.22,1,6104142,30,,,2023-06-30 22:00:00,KINGSTON CLIMATE,2023-07-01T03:00:00,,ND,81
-76.59944444444444,44.223333333333336,,21.0,,,,2023,6,23,,27,17.8,10,100.24,ON,,10,,2023,0,,,7,NA,6104142.2023.6.30.23,1,6104142,30,,,2023-06-30 23:00:00,KINGSTON CLIMATE,2023-07-01T04:00:00,,ND,82
-76.59944444444444,44.223333333333336,,23.1,,,,2023,7,0,,29,17.6,9,100.23,ON,,13,,2023,0,,,7,NA,6104142.2023.7.1.0,1,6104142,1,,,2023-07-01 00:00:00,KINGSTON CLIMATE,2023-07-01T05:00:00,,ND,71
-76.59944444444444,44.223333333333336,,22.4,,,,2023,7,1,,28,18.1,17,100.19,ON,,15,,2023,0,,,7,NA,6104142.2023.7.1.1,1,6104142,1,,,2023-07-01 01:00:00,KINGSTON CLIMATE,2023-07-01T06:00:00,,ND,77
-76.59944444444444,44.223333333333336,,22.0,,,,2023,7,2,,28,18.4,23,100.18,ON,,16,,2023,0,,,7,NA,6104142.2023.7.1.2,1,6104142,1,,,2023-07-01 02:00:00,KINGSTON CLIMATE,2023-07-01T07:00:00,,ND,80
-76.59944444444444,44.223333333333336,,21.8,,,,2023,7,3,,28,18.8,17,100.19,ON,,18,,2023,0,,,7,NA,6104142.2023.7.1.3,1,6104142,1,,,2023-07-01 03:00:00,KINGSTON CLIMATE,2023-07-01T08:00:00,,ND,83
